Center,Center_Code,Center_Name,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,3,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,6,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,28,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,27,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,2,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,3,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,1,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,3,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,2,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,2,0,0.0,0,0
NYVA-TX1 James J. Peters VA Medical Center,NYVA-TX1,James J. Peters VA Medical Center,1,0,0.0,0,0
NYWC-TX1 Westchester Medical Center,NYWC-TX1,Westchester Medical Center,395,97,0.0,0,14
NYWC-TX1 Westchester Medical Center,NYWC-TX1,Westchester Medical Center,16,0,0.0,0,0
NYWC-TX1 Westchester Medical Center,NYWC-TX1,Westchester Medical Center,3,1,0.0,0,0
NYWC-TX1 Westchester Medical Center,NYWC-TX1,Westchester Medical Center,376,94,0.0,0,14
NYWC-TX1 Westchester Medical Center,NYWC-TX1,Westchester Medical Center,0,1,0.0,0,0
NYWC-TX1 Westchester Medical Center,NYWC-TX1,Westchester Medical Center,0,1,0.0,0,0
OHAC-TX1 Akron City Hospital,OHAC-TX1,Akron City Hospital,39,0,0.0,0,0
OHAC-TX1 Akron City Hospital,OHAC-TX1,Akron City Hospital,1,0,0.0,0,0
OHAC-TX1 Akron City Hospital,OHAC-TX1,Akron City Hospital,1,0,0.0,0,0
OHAC-TX1 Akron City Hospital,OHAC-TX1,Akron City Hospital,35,0,0.0,0,0
OHAC-TX1 Akron City Hospital,OHAC-TX1,Akron City Hospital,2,0,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,573,198,15.0,19,140
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,0,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,0,1.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,0,1.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,0,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,0,1.0,0,1
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,4,2,0.0,0,6
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,2,0.0,0,4
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,0,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,17,5,0.0,0,10
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,0,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,1.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,10,10,0.0,1,5
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,2
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,498,148,8.0,16,101
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,19,8,0.0,0,3
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,2,5,2.0,0,2
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,0,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,0,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,1,0,1.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,0,1,0.0,0,0
OHCC-TX1 The Cleveland Clinic Foundation,OHCC-TX1,The Cleveland Clinic Foundation,15,7,0.0,2,6
OHCH-TX1 Nationwide Children's Hospital,OHCH-TX1,Nationwide Children's Hospital,8,1,0.0,0,16
OHCH-TX1 Nationwide Children's Hospital,OHCH-TX1,Nationwide Children's Hospital,0,0,0.0,0,1
OHCH-TX1 Nationwide Children's Hospital,OHCH-TX1,Nationwide Children's Hospital,7,1,0.0,0,14
OHCH-TX1 Nationwide Children's Hospital,OHCH-TX1,Nationwide Children's Hospital,1,0,0.0,0,1
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,35,20,5.0,0,9
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,0,1,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,0,1,1.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,2,0,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,2,1,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,1,0,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,6,6,0.0,0,4
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,1,1,1.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,1,0,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,1,0,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,19,5,1.0,0,4
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,0,3,1.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,0,1,1.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,0,0,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,1,1,0.0,0,0
OHCM-TX1 Children's Hospital Medical Center,OHCM-TX1,Children's Hospital Medical Center,1,0,0.0,0,1
OHCO-TX1 University of Toledo Medical Center,OHCO-TX1,University of Toledo Medical Center,111,0,0.0,0,0
OHCO-TX1 University of Toledo Medical Center,OHCO-TX1,University of Toledo Medical Center,1,0,0.0,0,0
OHCO-TX1 University of Toledo Medical Center,OHCO-TX1,University of Toledo Medical Center,50,0,0.0,0,0
OHCO-TX1 University of Toledo Medical Center,OHCO-TX1,University of Toledo Medical Center,57,0,0.0,0,0
OHCO-TX1 University of Toledo Medical Center,OHCO-TX1,University of Toledo Medical Center,1,0,0.0,0,0
OHCO-TX1 University of Toledo Medical Center,OHCO-TX1,University of Toledo Medical Center,1,0,0.0,0,0
OHCO-TX1 University of Toledo Medical Center,OHCO-TX1,University of Toledo Medical Center,1,0,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,587,110,1.0,20,17
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,1,0,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,1,0,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,0,1,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,2,1,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,5,1,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,1,0,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,5,0,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,558,105,1.0,20,16
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,3,0,0.0,0,0
OHOU-TX1 Ohio State University Medical Center,OHOU-TX1,Ohio State University Medical Center,11,2,0.0,0,1
OHSE-TX1 St. Elizabeth Health Center,OHSE-TX1,St. Elizabeth Health Center,2,0,0.0,0,0
OHSE-TX1 St. Elizabeth Health Center,OHSE-TX1,St. Elizabeth Health Center,2,0,0.0,0,0
OHTC-TX1 The Christ Hospital,OHTC-TX1,The Christ Hospital,146,0,0.0,0,0
OHTC-TX1 The Christ Hospital,OHTC-TX1,The Christ Hospital,3,0,0.0,0,0
OHTC-TX1 The Christ Hospital,OHTC-TX1,The Christ Hospital,22,0,0.0,0,0
OHTC-TX1 The Christ Hospital,OHTC-TX1,The Christ Hospital,121,0,0.0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,302,90,10.0,13,11
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,1,0,0.0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,1,0,0.0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,10,1,1.0,1,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,0,1,0.0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,81,8,3.0,3,3
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,1,0,0.0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,0,0,0.0,1,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,1,0,0.0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,204,74,6.0,8,8
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,0,6,0.0,0,0
OHUC-TX1 University of Cincinnati  Medical Center,OHUC-TX1,University of Cincinnati  Medical Center,3,0,0.0,0,0
OHUH-TX1 University Hospitals of Cleveland,OHUH-TX1,University Hospitals of Cleveland,517,101,5.0,8,7
OHUH-TX1 University Hospitals of Cleveland,OHUH-TX1,University Hospitals of Cleveland,1,0,0.0,0,0
OHUH-TX1 University Hospitals of Cleveland,OHUH-TX1,University Hospitals of Cleveland,1,0,0.0,0,0
OHUH-TX1 University Hospitals of Cleveland,OHUH-TX1,University Hospitals of Cleveland,2,0,0.0,0,0
OHUH-TX1 University Hospitals of Cleveland,OHUH-TX1,University Hospitals of Cleveland,512,101,5.0,8,7
OHUH-TX1 University Hospitals of Cleveland,OHUH-TX1,University Hospitals of Cleveland,1,0,0.0,0,0
OKBC-TX1 Integris Baptist Medical Center,OKBC-TX1,Integris Baptist Medical Center,252,89,0.0,6,24
OKBC-TX1 Integris Baptist Medical Center,OKBC-TX1,Integris Baptist Medical Center,2,3,0.0,0,0
OKBC-TX1 Integris Baptist Medical Center,OKBC-TX1,Integris Baptist Medical Center,1,0,0.0,0,0
OKBC-TX1 Integris Baptist Medical Center,OKBC-TX1,Integris Baptist Medical Center,3,0,0.0,0,0
OKBC-TX1 Integris Baptist Medical Center,OKBC-TX1,Integris Baptist Medical Center,1,0,0.0,0,0
OKBC-TX1 Integris Baptist Medical Center,OKBC-TX1,Integris Baptist Medical Center,241,85,0.0,6,24
OKBC-TX1 Integris Baptist Medical Center,OKBC-TX1,Integris Baptist Medical Center,4,1,0.0,0,0
OKMD-TX1 OU Medical Center,OKMD-TX1,OU Medical Center,96,15,1.0,10,0
OKMD-TX1 OU Medical Center,OKMD-TX1,OU Medical Center,3,1,0.0,0,0
OKMD-TX1 OU Medical Center,OKMD-TX1,OU Medical Center,1,0,0.0,0,0
OKMD-TX1 OU Medical Center,OKMD-TX1,OU Medical Center,2,0,0.0,0,0
OKMD-TX1 OU Medical Center,OKMD-TX1,OU Medical Center,1,0,0.0,0,0
OKMD-TX1 OU Medical Center,OKMD-TX1,OU Medical Center,88,14,1.0,10,0
OKMD-TX1 OU Medical Center,OKMD-TX1,OU Medical Center,1,0,0.0,0,0
OKSJ-TX1 St John Medical Center,OKSJ-TX1,St John Medical Center,131,0,0.0,0,0
OKSJ-TX1 St John Medical Center,OKSJ-TX1,St John Medical Center,29,0,0.0,0,0
OKSJ-TX1 St John Medical Center,OKSJ-TX1,St John Medical Center,1,0,0.0,0,0
OKSJ-TX1 St John Medical Center,OKSJ-TX1,St John Medical Center,1,0,0.0,0,0
OKSJ-TX1 St John Medical Center,OKSJ-TX1,St John Medical Center,4,0,0.0,0,0
OKSJ-TX1 St John Medical Center,OKSJ-TX1,St John Medical Center,96,0,0.0,0,0
ORGS-TX1 Legacy Good Samaritan Hospital and Medical Center,ORGS-TX1,Legacy Good Samaritan Hospital and Medical Center,276,0,0.0,0,0
ORGS-TX1 Legacy Good Samaritan Hospital and Medical Center,ORGS-TX1,Legacy Good Samaritan Hospital and Medical Center,3,0,0.0,0,0
ORGS-TX1 Legacy Good Samaritan Hospital and Medical Center,ORGS-TX1,Legacy Good Samaritan Hospital and Medical Center,229,0,0.0,0,0
ORGS-TX1 Legacy Good Samaritan Hospital and Medical Center,ORGS-TX1,Legacy Good Samaritan Hospital and Medical Center,5,0,0.0,0,0
ORGS-TX1 Legacy Good Samaritan Hospital and Medical Center,ORGS-TX1,Legacy Good Samaritan Hospital and Medical Center,39,0,0.0,0,0
ORSV-TX1 Providence St. Vincent Medical Center,ORSV-TX1,Providence St. Vincent Medical Center,0,0,0.0,0,4
ORSV-TX1 Providence St. Vincent Medical Center,ORSV-TX1,Providence St. Vincent Medical Center,0,0,0.0,0,4
ORUO-TX1 Oregon Health and Science University,ORUO-TX1,Oregon Health and Science University,312,70,2.0,12,4
ORUO-TX1 Oregon Health and Science University,ORUO-TX1,Oregon Health and Science University,2,0,0.0,0,0
ORUO-TX1 Oregon Health and Science University,ORUO-TX1,Oregon Health and Science University,3,1,0.0,1,0
ORUO-TX1 Oregon Health and Science University,ORUO-TX1,Oregon Health and Science University,3,0,0.0,0,0
ORUO-TX1 Oregon Health and Science University,ORUO-TX1,Oregon Health and Science University,264,57,1.0,9,4
ORUO-TX1 Oregon Health and Science University,ORUO-TX1,Oregon Health and Science University,8,4,0.0,1,0
ORUO-TX1 Oregon Health and Science University,ORUO-TX1,Oregon Health and Science University,32,8,1.0,1,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,156,30,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,2,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,3,2,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,1,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,84,12,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,5,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,5,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,5,3,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,1,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,0,1,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,1,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,5,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,5,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,2,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,12,4,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,2,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,3,2,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,2,0,0.0,0,0
ORVA-TX1 VA Portland Health Care System,ORVA-TX1,VA Portland Health Care System,18,6,0.0,0,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,587,37,2.0,15,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,1,0,0.0,0,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,5,8,0.0,0,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,1,0,0.0,0,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,1,0,0.0,0,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,60,6,0.0,1,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,1,0,0.0,0,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,113,0,0.0,1,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,404,23,2.0,12,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,0,0,0.0,1,0
PAAE-TX1 Albert Einstein Medical Center,PAAE-TX1,Albert Einstein Medical Center,1,0,0.0,0,0
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,238,16,5.0,0,20
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,1,0,0.0,0,0
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,1,0,0.0,0,0
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,0,0,0.0,0,1
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,7,0,1.0,0,0
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,220,10,4.0,0,17
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,0,0,0.0,0,1
PAAG-TX1 Allegheny General Hospital,PAAG-TX1,Allegheny General Hospital,9,6,0.0,0,1
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,226,0,0.0,0,0
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,1,0,0.0,0,0
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,47,0,0.0,0,0
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,6,0,0.0,0,0
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,19,0,0.0,0,0
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,2,0,0.0,0,0
PACC-TX1 Crozer-Chester Medical Center,PACC-TX1,Crozer-Chester Medical Center,151,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,20,21,12.0,0,7
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,1,1.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,1,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,1,1.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,1,0,1.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,1,1.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,2,2,0.0,0,2
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,1,1,1.0,0,1
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,11,13,7.0,0,4
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,1,1,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,0,0,0.0,0,0
PACH-TX1 UPMC Children's Hospital of Pittsburgh,PACH-TX1,UPMC Children's Hospital of Pittsburgh,4,0,0.0,0,0
