Center,Center_Code,Center_Name,States,Time_Waited,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,< 30 Days,11,0,0.0,1,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,30 to < 90 Days,3,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,90 Days to < 6 Months,14,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,6 Months to < 1 Year,10,0,0.0,2,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,1 Year to < 2 Years,21,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,2 Years to < 3 Years,38,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,3 Years to < 5 Years,27,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,All Center States,5 or More Years,11,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,All Time,135,0,0.0,3,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,< 30 Days,11,0,0.0,1,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,30 to < 90 Days,3,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,90 Days to < 6 Months,14,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,6 Months to < 1 Year,10,0,0.0,2,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,1 Year to < 2 Years,21,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,2 Years to < 3 Years,38,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,3 Years to < 5 Years,27,0,0.0,0,0
MORH-TX1 Research Medical Center,MORH-TX1,Research Medical Center,Missouri,5 or More Years,11,0,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,All Time,139,30,0.0,2,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,< 30 Days,11,5,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,30 to < 90 Days,10,3,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,90 Days to < 6 Months,9,3,0.0,1,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,6 Months to < 1 Year,11,12,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,1 Year to < 2 Years,41,5,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,2 Years to < 3 Years,33,1,0.0,1,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,3 Years to < 5 Years,19,1,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,All Center States,5 or More Years,5,0,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,All Time,139,30,0.0,2,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,< 30 Days,11,5,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,30 to < 90 Days,10,3,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,90 Days to < 6 Months,9,3,0.0,1,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,6 Months to < 1 Year,11,12,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,1 Year to < 2 Years,41,5,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,2 Years to < 3 Years,33,1,0.0,1,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,3 Years to < 5 Years,19,1,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,5 or More Years,5,0,0.0,0,0
MOSL-TX1 SSM Health Saint Louis University Hospital,MOSL-TX1,SSM Health Saint Louis University Hospital,Missouri,5 or More Years,5,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,All Time,105,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,< 30 Days,4,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,30 to < 90 Days,5,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,90 Days to < 6 Months,11,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,6 Months to < 1 Year,7,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,1 Year to < 2 Years,30,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,2 Years to < 3 Years,24,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,3 Years to < 5 Years,17,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,All Center States,5 or More Years,7,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,All Time,105,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,< 30 Days,4,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,30 to < 90 Days,5,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,90 Days to < 6 Months,11,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,6 Months to < 1 Year,7,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,1 Year to < 2 Years,30,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,2 Years to < 3 Years,24,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,3 Years to < 5 Years,17,0,0.0,0,0
MOUM-TX1 University of Missouri Hospital and Clinics,MOUM-TX1,University of Missouri Hospital and Clinics,Missouri,5 or More Years,7,0,0.0,0,0
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,All Time,899,32,0.0,6,19
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,< 30 Days,26,2,0.0,1,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,30 to < 90 Days,58,4,0.0,0,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,90 Days to < 6 Months,113,5,0.0,1,2
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,6 Months to < 1 Year,108,12,0.0,1,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,1 Year to < 2 Years,250,6,0.0,2,8
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,2 Years to < 3 Years,150,2,0.0,0,4
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,3 Years to < 5 Years,111,1,0.0,1,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,All Center States,5 or More Years,83,0,0.0,0,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,All Time,899,32,0.0,6,19
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,< 30 Days,26,2,0.0,1,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,30 to < 90 Days,58,4,0.0,0,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,90 Days to < 6 Months,113,5,0.0,1,2
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,6 Months to < 1 Year,108,12,0.0,1,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,1 Year to < 2 Years,250,6,0.0,2,8
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,2 Years to < 3 Years,150,2,0.0,0,4
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,3 Years to < 5 Years,111,1,0.0,1,1
MSUM-TX1 University of Mississippi Medical Center,MSUM-TX1,University of Mississippi Medical Center,Mississippi,5 or More Years,83,0,0.0,0,1
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,All Time,685,0,35.0,29,11
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,< 30 Days,19,0,1.0,1,3
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,30 to < 90 Days,31,0,2.0,0,0
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,90 Days to < 6 Months,55,0,4.0,4,1
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,6 Months to < 1 Year,100,0,10.0,8,2
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,6 Months to < 1 Year,100,0,10.0,8,2
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,1 Year to < 2 Years,193,0,12.0,12,2
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,2 Years to < 3 Years,144,0,3.0,2,2
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,3 Years to < 5 Years,103,0,1.0,1,0
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,All Center States,5 or More Years,40,0,2.0,1,1
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,All Time,685,0,35.0,29,11
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,< 30 Days,19,0,1.0,1,3
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,30 to < 90 Days,31,0,2.0,0,0
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,90 Days to < 6 Months,55,0,4.0,4,1
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,6 Months to < 1 Year,100,0,10.0,8,2
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,1 Year to < 2 Years,193,0,12.0,12,2
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,2 Years to < 3 Years,144,0,3.0,2,2
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,3 Years to < 5 Years,103,0,1.0,1,0
NCBG-TX1 Wake Forest Baptist Medical Center,NCBG-TX1,Wake Forest Baptist Medical Center,North Carolina,5 or More Years,40,0,2.0,1,1
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,All Time,569,108,0.0,18,24
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,< 30 Days,21,9,0.0,2,4
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,30 to < 90 Days,36,8,0.0,1,1
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,90 Days to < 6 Months,49,12,0.0,6,4
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,6 Months to < 1 Year,82,19,0.0,3,2
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,1 Year to < 2 Years,131,24,0.0,4,6
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,2 Years to < 3 Years,78,15,0.0,0,3
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,3 Years to < 5 Years,90,6,0.0,1,4
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,All Center States,5 or More Years,82,15,0.0,1,0
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,All Time,569,108,0.0,18,24
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,< 30 Days,21,9,0.0,2,4
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,30 to < 90 Days,36,8,0.0,1,1
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,90 Days to < 6 Months,49,12,0.0,6,4
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,6 Months to < 1 Year,82,19,0.0,3,2
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,1 Year to < 2 Years,131,24,0.0,4,6
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,2 Years to < 3 Years,78,15,0.0,0,3
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,3 Years to < 5 Years,90,6,0.0,1,4
NCCM-TX1 Carolinas Medical Center,NCCM-TX1,Carolinas Medical Center,North Carolina,5 or More Years,82,15,0.0,1,0
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,All Time,627,36,5.0,7,37
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,< 30 Days,32,7,0.0,4,7
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,30 to < 90 Days,56,8,0.0,1,8
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,90 Days to < 6 Months,82,6,1.0,0,3
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,6 Months to < 1 Year,97,9,0.0,0,3
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,1 Year to < 2 Years,142,3,3.0,1,5
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,2 Years to < 3 Years,108,1,1.0,0,5
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,3 Years to < 5 Years,76,1,0.0,0,2
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,All Center States,5 or More Years,34,1,0.0,1,4
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,All Time,627,36,5.0,7,37
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,All Time,627,36,5.0,7,37
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,< 30 Days,32,7,0.0,4,7
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,30 to < 90 Days,56,8,0.0,1,8
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,90 Days to < 6 Months,82,6,1.0,0,3
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,6 Months to < 1 Year,97,9,0.0,0,3
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,1 Year to < 2 Years,142,3,3.0,1,5
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,2 Years to < 3 Years,108,1,1.0,0,5
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,3 Years to < 5 Years,76,1,0.0,0,2
NCDU-TX1 Duke University Hospital,NCDU-TX1,Duke University Hospital,North Carolina,5 or More Years,34,1,0.0,1,4
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,All Time,376,0,3.0,18,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,< 30 Days,20,0,0.0,2,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,30 to < 90 Days,22,0,0.0,2,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,90 Days to < 6 Months,24,0,0.0,3,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,6 Months to < 1 Year,60,0,0.0,6,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,1 Year to < 2 Years,133,0,2.0,2,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,2 Years to < 3 Years,50,0,1.0,3,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,3 Years to < 5 Years,47,0,0.0,0,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,All Center States,5 or More Years,20,0,0.0,0,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,All Time,376,0,3.0,18,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,< 30 Days,20,0,0.0,2,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,30 to < 90 Days,22,0,0.0,2,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,90 Days to < 6 Months,24,0,0.0,3,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,6 Months to < 1 Year,60,0,0.0,6,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,1 Year to < 2 Years,133,0,2.0,2,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,2 Years to < 3 Years,50,0,1.0,3,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,3 Years to < 5 Years,47,0,0.0,0,0
NCEC-TX1 Vidant Medical Center,NCEC-TX1,Vidant Medical Center,North Carolina,5 or More Years,20,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,All Time,773,30,4.0,14,22
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,< 30 Days,18,3,1.0,1,1
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,30 to < 90 Days,32,2,0.0,1,3
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,90 Days to < 6 Months,45,6,1.0,0,3
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,6 Months to < 1 Year,104,7,0.0,4,3
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,1 Year to < 2 Years,175,5,0.0,3,10
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,2 Years to < 3 Years,125,5,1.0,4,2
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,3 Years to < 5 Years,176,2,1.0,1,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,All Center States,5 or More Years,98,0,0.0,0,0
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,North Carolina,All Time,773,30,4.0,14,22
NCMH-TX1 University of North Carolina Hospitals,NCMH-TX1,University of North Carolina Hospitals,North Carolina,< 30 Days,18,3,1.0,1,1
